36cf1dd	solonlosada2006	2026-04-15	Update cd_entrega.yml
db5a2a5	juansebastianvd	2026-04-15	Merge branch 'develop' of https://github.com/puj-course/FIS_2610_3517_G4 into develop
62fed74	solonlosada2006	2026-04-15	Update and rename pipeline-to Estándares_de_calidad.yml
59585ed	solonlosada2006	2026-04-15	Update and rename pipeline to Flujo y asignación dinámica.yml
0735499	juansebastianvd	2026-04-15	Merge pull request #381 from puj-course/feature-Vargas-J
d89cea5	juansebastianvd	2026-04-15	Merge branch 'develop' into feature-Vargas-J
491cda0	juserora	2026-04-15	merge: resolve conflicts keeping remote UI components
109b0a2	solonlosada2006	2026-04-15	Update and rename cd.yml to cd_entrega.yml
0e21d5b	solonlosada2006	2026-04-15	Update and rename ci.yml to ci_verificacion.yml
6a152cf	juansebastianvd	2026-04-15	fix: resolve merge conflict
65e9f8c	juansebastianvd	2026-04-15	chore: actualizar dependencias (axios, cors, mongoose) closes #374
bd4a6c0	juansebastianvd	2026-04-15	feat: hooks conectados a API con filtros de privacidad closes #373
00b201e	juansebastianvd	2026-04-15	feat: manejo en LoginPage closes #372
57ba945	juansebastianvd	2026-04-15	refactor: soporte asíncrono en AuthContext closes #371
6a4a67a	juansebastianvd	2026-04-15	feat: implementar servidor y modelos mongoose closes #370
f86e0c7	samuelfl680	2026-04-15	Merge pull request #346 from puj-course/develop
46b6b84	copilot-swe-agent[bot]	2026-04-16	merge: resolver conflictos con origin/main - integrar HistorialValidacionesPage y nuevos componentes RUNT
4dccdbc	copilot-swe-agent[bot]	2026-04-16	fix: apply PR review changes - LoginPage result.success, DocumentosPage Helmet and lowercase states
33663b7	Sarm	2026-04-15	Merge pull request #368 from puj-course/feature-sarm-m
2a9d2ab	Sarm-m	2026-04-15	docs(patterns): agregar diagramas de patrones gof implementados. Closes #363
3658e2f	Sarm	2026-04-15	Merge pull request #366 from puj-course/feature-sarm-m
5cae638	Sarm-m	2026-04-15	docs(patterns): agregar diagramas de patrones gof implementados. Closes #363
788edbf	Sarm-m	2026-04-15	docs(patterns): agregar diagramas mermaid de patrones gof implementados. Closes #363
d7c65bb	samuelfl680	2026-04-15	Merge pull request #365 from puj-course/feature-sarm-m
213565a	Sarm-m	2026-04-15	fix(lint): corregir parametro no usado en estrategia base de alertas. Closes #363
b9fd7bd	Sarm-m	2026-04-15	merge: resolver conflicto en DocumentsContext para integrar cambios de develop.
d1ca5fb	Sarm-m	2026-04-15	feat(patterns): integrar facade, observer, adapter, strategy, singleton y factory method en el sistema. Closes #363
c50bbed	Sarm-m	2026-04-15	feat(patterns): formalizar singleton y strategy en el sistema de alertas. Closes #363
cce22bf	Sarm-m	2026-04-15	feat(patterns): adaptar fuentes de datos al modelo unificado de alertas. Closes #363
af0fee2	Sarm-m	2026-04-15	fix(patterns): sincronizar facade y observer para mostrar alertas activas correctamente. Closes #363
c7b39e5	Sarm-m	2026-04-15	feat(patterns): conectar documentos al hub de alertas para formalizar observer. Closes #363
962fbe1	samuelfl680	2026-04-15	Merge pull request #364 from puj-course/feature-sarm-m
c96326a	Sarm-m	2026-04-15	fix(patterns): integrar facade de alertas en el flujo real de la interfaz. Closes #363
0b048c9	juansebastianvd	2026-04-14	fix: resolve merge conflict with feature-sarm-m
3319396	copilot-swe-agent[bot]	2026-04-13	fix: use data-toast-close attribute (HTML5 convention)
2d3bf09	copilot-swe-agent[bot]	2026-04-13	fix: create toast.jsx and fix import paths in toaster.jsx (case sensitivity)
4e5e859	samuelfl680	2026-04-12	Update apps/web/src/contexts/DocumentsContext.jsx
1d8beb7	juserora	2026-04-11	feat(toast): integrar sistema de toast notifications HU-345
3cbe559	samuelfl680	2026-04-10	Merge pull request #342 from puj-course/feature-sarm-m
ff79192	samuelfl680	2026-04-10	Merge pull request #308 from puj-course/feature-samuelfl680
a69aeca	juansebastianvd	2026-04-10	feat(#340): Agregar mejoras, validaciones y tests a HU-03
cc2f7f6	juansebastianvd	2026-04-10	feat(#339): Crear sistema de generación de reportes PDF/CSV
4c1887d	juansebastianvd	2026-04-10	feat(#338): Integrar validación rápida RUNT en VehiculosPage
a5abfcd	juansebastianvd	2026-04-10	feat(#337): Crear modal DetallesValidacionModal
19053e6	juansebastianvd	2026-04-10	feat(#336): Crear página HistorialValidacionesPage
f70776f	juansebastianvd	2026-04-10	feat(#335): Crear componente ValidacionResultadoCard
ecd8bbd	juansebastianvd	2026-04-10	feat(#334): Mejorar ValidacionRUNTPage con búsqueda RUNT completa
dc44adc	juansebastianvd	2026-04-10	feat(#39): Crear hook useValidationHistory para gestionar historial
da4bd1d	juansebastianvd	2026-04-10	feat(#334): Crear hook useRUNTSimulator para consulta RUNT
523f417	Sarm-m	2026-04-10	fix(routes): corregir navegación protegida y flujo de documentos desde dashboard. #290
dd32d82	Sarm-m	2026-04-10	fixes. #290
1ce7c23	Sarm-m	2026-04-10	fixes #290
fc5914c	Sarm-m	2026-04-10	feat(model): asociar vehiculo con el usuario correspondiente. Closes #295
6b9d4ad	Sarm-m	2026-04-10	feat(state): registrar vehiculo y mostrarlo en la seccion de vehiculos. Closes #294
966fbe2	Sarm-m	2026-04-10	feat(ui): implementar apartado para agregar vehiculo. Closes #293
6550664	Sarm-m	2026-04-10	feat(nav): ajustar navegacion desde dashboard hacia vehiculos. Closes #291
6c935b4	Sarm-m	2026-04-10	Fixes code App.jsx
2190de3	Sarm-m	2026-04-10	Merge branch 'develop' into feature-sarm-m
fd5e4bc	Sarm-m	2026-04-09	feat: add Docs folder from main
309b89d	Sarm-m	2026-04-09	Merge branch 'main' of https://github.com/puj-course/FIS_2610_3517_G4 into feature-sarm-m
29dddea	Sarm-m	2026-04-09	fix(docs): corregir nombre de carpeta incompatible con Windows
06d4d90	Sarm-m	2026-04-09	Merge branch 'develop' into feature-sarm-m
bc95dc6	Sarm	2026-04-09	Merge pull request #329 from puj-course/feature/pipelines
2868771	Sarm	2026-04-09	Rename Pipeline2.yml to pipeline-gestion.yml
c689fe1	juansebastianvd	2026-04-09	Merge pull request #327 from puj-course/feature/pipelines
7a1b58c	juansebastianvd	2026-04-09	fix: modificaciones pipeline
fc88e5b	TuNombre	2026-04-09	fix: agregar configuración de eslint para pipeline
dafaacf	Sarm	2026-04-09	Update branch name in workflow trigger
017f9a5	solonlosada2006	2026-04-09	Merge pull request #323 from puj-course/feature/pipelines
9e4fc6c	solonlosada2006	2026-04-09	Create Pipeline2.yml
9c785aa	Sarm-m	2026-04-09	fix: resolver conflictos al actualizar rama feature/pipelines
e6a0a4a	Sarm-m	2026-04-09	fixes
208fce6	TuNombre	2026-04-09	fix: corregir versión de checkout y mejorar pipeline de integración
d280270	Sarm-m	2026-04-09	fixes
f0ab968	solonlosada2006	2026-04-09	Merge pull request #307 from puj-course/feature-Slosada
2108b41	TuNombre	2026-04-09	mejora: actualizar acciones a v4 en los workflows
6de73d2	solonlosada2006	2026-04-09	Delete .github/workflows/Pipeline-ci.yaml
5d15b3e	Sarm-m	2026-04-09	fix: resolviendo conflictos para actualizar main
707476e	TuNombre	2026-04-09	test: prueba de pipeline en español
9f1ba97	juansebastianvd	2026-04-09	Merge pull request #322 from puj-course/feature-Vargas-J
bd8411b	TuNombre	2026-04-09	fix: upgrade upload-artifact from v3 to v4
fc44822	TuNombre	2026-04-09	fix: rename Workflows to workflows and Package.json to package.json for GitHub Actions
d3aa0d1	Sarm	2026-04-09	Delete .github/Workflows directory PARA FIXES
cf014fd	juansebastianvd	2026-04-09	Add issue templates for DoD, acceptance criteria, and INVEST
5508ccb	solonlosada2006	2026-04-09	Update Pipeline-ci.yaml
e46b2d3	solonlosada2006	2026-04-09	Rename Pipeline-ci.yaml to Pipeline-ci.yaml
19992a2	samuelfl680	2026-04-09	Merge pull request #321 from puj-course/feature/pipeline
b69cfd0	solonlosada2006	2026-04-09	Create workflows
fd6c160	Sarm	2026-04-09	chore(actions): agregar pipeline de empaquetado del frontend.
6a6c61b	solonlosada2006	2026-04-09	Create Pipeline-ci.yaml
0e1c879	samuelfl680	2026-04-09	Add CI workflow for testing JavaScript project
5704ac0	samuelfl680	2026-04-09	Add continuous deployment workflow for JS project
f02beb2	samuelfl680	2026-04-09	Rename workflow and update job steps
c37ada3	samuelfl680	2026-04-09	Add CI workflow for building JS project
9c78835	samuelfl680	2026-04-09	Update build workflow steps for clarity and options
efe8bef	samuelfl680	2026-04-09	Add GitHub Actions workflow for building JS project
fddc454	Juserora	2026-04-08	fix: remove unused useAlert hook and restore useAlertsFacade
26d9d93	Juserora	2026-04-07	docs: add observer pattern documentation, closes #315
bb1eb6b	Juserora	2026-04-07	feat: sidebar uses centralized alert hub, closes #314
4957c73	Juserora	2026-04-07	feat: documents emit alerts to hub, closes #313
e0276b4	Juserora	2026-04-07	feat: vehicles emit alerts to hub, closes #312
c65f19e	Juserora	2026-04-07	feat: conductors emit alerts to hub, closes #311
b16afca	Juserora	2026-04-07	feat: add useAlertHub observer pattern, closes #310
4893931	solonlosada2006	2026-04-07	Fix: Resolver conflictos e integrar rutas de develop en Strategy
1b155f8	Aulas Ingenieria	2026-04-07	feat(toast): integrar Toaster para renderizado global Closes #305
1bd3e92	Aulas Ingenieria	2026-04-07	feat(toast): agregar autocierre por duracion y limpieza Closes #306
f379db9	Aulas Ingenieria	2026-04-07	feat(toast): implementar hook useToast conectado al store Closes #304
2ff98bd	Aulas Ingenieria	2026-04-07	feat(toast): implementar toast y update de notificaciones Closes #303
54c9e6a	Aulas Ingenieria	2026-04-07	feat(toast): crear generador global de ids Closes #302
8de45ad	Aulas Ingenieria	2026-04-07	feat(toast): implementar setState centralizado Closes #300
f8be3d5	Aulas Ingenieria	2026-04-07	feat(toast): implementar setState centralizado Closes #300
ab47a6f	solonlosada2006	2026-04-07	Implementar Fallback Closes #281
c6e0ab4	Aulas Ingenieria	2026-04-07	feat(toast): implementar getState del store Closes #299
99fe5e6	Aulas Ingenieria	2026-04-07	feat(toast): agregar estructura state y listeners Closes #298
fa5dca7	Aulas Ingenieria	2026-04-07	feat(toast): crear instancia singleton toastStore Closes #297
2d7a30f	solonlosada2006	2026-04-07	implementación de función Closes #280
d9536ff	solonlosada2006	2026-04-07	Implementación en app.jsx sustituyéndolo por el archivo de configuración Closes #279
b8274e0	solonlosada2006	2026-04-07	archivo de configuración Closes #278
c983559	solonlosada2006	2026-04-07	Diagrama UML del patrón strategy Closes #277
bd8daab	juansebastianvd	2026-04-06	Merge pull request #275 from puj-course/feature-sarm-m
361b925	Sarm-m	2026-04-06	docs(uml): documentar patron facade para alertas y sustento academico. Closes #274
19e9ebe	Sarm-m	2026-04-06	refactor(ui): validar clientes del flujo de alertas tras integrar facade. Closes #273
3bf9ba3	Sarm-m	2026-04-06	refactor(alerts): delegar agregacion de alertas a useAlertsFacade. Closes #272
7a420a4	Sarm-m	2026-04-06	feat(facade): crear useAlertsFacade para centralizar la logica de alertas. Closes #271
7fd623b	Sarm-m	2026-04-06	docs: fixes commit para cerrar. Closes #270
ae6cef4	Sarm-m	2026-04-06	docs(facade): documentar analisis y roles del patron en alertas. Closes #270
c9fb935	solonlosada2006	2026-04-06	Verificación de ProtectedRoute y limpieza del repo Closes #249
70f4c7a	solonlosada2006	2026-04-06	Revisión del core para que todo esté funcionando de forma correcta Closes #248
6a5b54e	solonlosada2006	2026-04-06	Merge branch 'main' into feature-Slosada
3cbb0dc	Sarm-m	2026-04-06	Fixes conflictos
ff0271a	juanvargax	2026-04-05	Merge branch 'develop' of https://github.com/puj-course/FIS_2610_3517_G4 into develop
70a60b7	juanvargax	2026-04-05	feat: normalize props, add AddVehicleModal support, and document Factory Method, closes #267, closes #268, closes #269
82e6580	juanvargax	2026-04-05	refactor: update TeamPage to use ModalFactory and useModalManager, closes #266
db71a82	juanvargax	2026-04-05	refactor: update HomePage to use ModalFactory and useModalManager, closes #265
06de3f9	juanvargax	2026-04-05	feat: add useModalManager hook for modal state management, closes #264
b101f6d	juanvargax	2026-04-05	feat: add ModalFactory component for centralized modal rendering, closes #263
8a69884	Sarm-m	2026-04-02	fixes
b94eebe	Sarm	2026-04-02	Merge pull request #260 from puj-course/feature-sarm-m
188aa03	Sarm	2026-04-02	Merge branch 'develop' into feature-sarm-m
9c8719d	Sarm-m	2026-04-02	Merge remote-tracking branch 'origin' into feature-sarm-m
42e7d50	Sarm-m	2026-04-02	Merge branch 'develop' into feature-sarm-m
c992daf	juansebastianvd	2026-03-31	Merge pull request #233 from puj-course/feature-samuelfl680
8d06d6e	juanvargax	2026-03-31	feat(routing): registrar ruta protegida de documentos en App.jsx. Closes #245
753d254	juanvargax	2026-03-31	feat(docs): crear estructura inicial de DocumentosPage. Closes #244
85c7220	Sarm-m	2026-03-26	Finalizando merge y sincronizando cambios remotos para HU-227
e907a6a	Sarm-m	2026-03-26	feat: implementar componente UserSettingsPage y rutas de perfil closes #227
c88d479	juansebastianvd	2026-03-26	Merge pull request #232 from puj-course/feature-sarm-m
480885c	juansebastianvd	2026-03-25	fix: actualizar app.jsx para el correcto funcionamiento de las nuevas funciones
363947b	juansebastianvd	2026-03-25	Merge pull request #225 from puj-course/feature-Slosada
64f59f9	solonlosada2006	2026-03-23	Corrigiendo error de envío
8eef0e0	solonlosada2006	2026-03-23	ConfiguraciónPage actualizada Closes#184
795023f	solonlosada2006	2026-03-23	Actualización de Reportes Pages Closes#183
354aa23	juanvargax	2026-03-23	feat(runt): implementar estructura de página y lógica de simulación de API. Closes #214, #215
f5daa9f	juanvargax	2026-03-23	feat(logic): implementar simulador de consulta RUNT con estados de carga y búsqueda por placa Closes #215
93bd288	juanvargax	2026-03-23	feat(ui): implementar interfaz de Validación RUNT con Tailwind y Lucide Icons Closes#214
4539983	juansebastianvd	2026-03-23	Merge pull request #222 from puj-course/develop
09321aa	Sarm	2026-03-23	Merge pull request #221 from puj-course/main
d610825	juansebastianvd	2026-03-23	fix: problema nombre carpeta
cea1fec	juansebastianvd	2026-03-23	fix: problema con nombre carpeta
56ef1d3	Sarm-m	2026-03-23	feat(alertas): integrar AlertasPage final y registrar ruta privada. Closes #218
76968f9	Sarm-m	2026-03-23	feat(alertas): aplicar diferenciacion visual por prioridad en las alertas. Closes #217
ff24b7a	juansebastianvd	2026-03-23	fix: nombre carpeta que genera error
5ee277c	Sarm-m	2026-03-23	feat(alertas): renderizar listado de alertas activas y estado vacio. Closes #216
5be70e0	Sarm-m	2026-03-23	feat(alertas): implementar control de simulacion de fecha en AlertasPage. Closes #213
9a1ea89	Sarm-m	2026-03-23	feat(alertas): maquetar encabezado y metadatos del centro de alertas. Closes #211
7ff36f8	juansebastianvd	2026-03-23	Merge pull request #219 from puj-course/feature-Vargas-J
4f31c33	juansebastianvd	2026-03-23	Merge branch 'main' into feature-Vargas-J
7d9348e	juanvargax	2026-03-23	feat: configurar ruta /validacion-runt en el enrutador principal Closes #212
add1a36	Sarm-m	2026-03-23	Merge branch 'main' into develop
2b4cdc0	juansebastianvd	2026-03-23	TALLER_19_MARZO
d62e4b4	Juserora	2026-03-20	Merge pull request #208 from puj-course/feature-juserora
d7be0ce	juserora	2026-03-20	feat: Implementación de Interfaces de Gestión de Conductores y Vehículos
d5f22ad	samuelfl680	2026-03-19	Adjunto diagramas de historia de usuario  1
5f2a90f	juansebastianvd	2026-03-19	Diagrama de Componentes de la HU-02
6df906b	solonlosada2006	2026-03-19	Add files via upload
841853e	solonlosada2006	2026-03-19	Add files via upload
34772e5	juansebastianvd	2026-03-19	Diagrama de Análisis (ECB)
11e302b	Sarm	2026-03-19	Feat: Implementacion. Closes #197
f97faba	Sarm	2026-03-19	Delete Docs/Taller de diagramas /HU-02/1.png
a0210d0	Sarm	2026-03-19	1.
b7f20ce	Sarm	2026-03-19	Create read.me
d0cdde1	Sarm	2026-03-19	Delete Docs/Taller de diagramas /HU-03
955bdd0	Sarm	2026-03-19	Create HU-03
666101e	Sarm	2026-03-19	Create read.me
9bcc1f2	Sarm	2026-03-19	Create read.me
27350d8	Sarm	2026-03-19	Create read.me
5edf1d8	Sarm	2026-03-19	Create Taller
4f78e36	juanvargax	2026-03-17	fix: resolver conflictos de merge y estabilizar rutas
0c76650	juansebastianvd	2026-03-17	Merge pull request #181 from puj-course/feature-Vargas-J
301e639	juanvargax	2026-03-17	fix: reactivar rutas del dashboard y estructura de layouts
cb69bb8	juansebastianvd	2026-03-17	Merge pull request #180 from puj-course/develop
b796cc0	juansebastianvd	2026-03-17	Merge pull request #168 from puj-course/feature-sarm-m
464aa8e	juansebastianvd	2026-03-17	Merge pull request #175 from puj-course/feature-Slosada
5da7c81	juansebastianvd	2026-03-16	Merge pull request #179 from puj-course/develop
2ce01ad	juanvargax	2026-03-16	feat: implementar postcss.config.js para procesamiento de estilos. Closes #154
c8c4876	juanvargax	2026-03-16	feat: crear archivo de configuración tailwind.config.js. Closes #153
6bd8bd4	juansebastianvd	2026-03-16	Merge pull request #178 from puj-course/feature-Vargas-J
ed14584	juanvargax	2026-03-16	feat: configurar punto de entrada de estilos globales en index.css. Closes #152
def7513	juanvargax	2026-03-16	fix: corregir errores de configuracion y estado introducidos en el ultimo merge
9e7b7f7	juanvargax	2026-03-16	fix(dashboard): corregir ruta de importación de StatusBadge en DashboardPage
cb3fac6	Samuel felipe	2026-03-14	feat: crear componente StatusBadge para mostrar estados. Closes #132
ca713e9	solonlosada2006	2026-03-14	feat: Protected Route creado usando auth UseAuth. Closes#143
04b52aa	solonlosada2006	2026-03-14	feat: Protected Route creado usando auth UseAuth. Closes#143
20b2b91	Juserora	2026-03-14	Merge pull request #174 from puj-course/develop
96eae8d	Juserora	2026-03-14	Merge branch 'main' into develop
0be5667	Juserora	2026-03-14	Merge pull request #173 from puj-course/feature-juserora
3aca660	Juserora	2026-03-14	Merge pull request #172 from puj-course/develop
674b809	juserora	2026-03-14	feat: Verificacion y actualizacion de useConductors.js y useVehicles.js. Fixes #161
938fc7e	juserora	2026-03-14	feat: Integracion y actualización de DashboardPage.jsx. Fixes #162
dc05018	juserora	2026-03-14	feat: Integracion de modales de registro AddConductorModal.jsx y AddVehicleModel.jsx. Fixes #160
68075da	Juserora	2026-03-13	Merge pull request #171 from puj-course/feature-juserora
4891dbc	juserora	2026-03-13	feat: Integracion de componentes AddConductorModal.jsx y AddVehicleModel.jsx . Fixes #162
b32504c	Juserora	2026-03-13	Merge pull request #170 from puj-course/develop
5e38d10	juserora	2026-03-13	feat: Integracion de AlertCard.jsx. Fixes #159
ea8bf69	Sarm-m	2026-03-12	Merge branch 'main' into develop
6264c0f	Sarm-m	2026-03-12	feat: detallas graficos y QA. Closes #138
5d8bb1d	Sarm-m	2026-03-12	fixes: arreglo del codigo #137
6f34ffe	Sarm-m	2026-03-12	feat: grafioco para el datapanel. Closes #137
7e3963d	Sarm-m	2026-03-12	feat: detalles de alertas amarillas en DataPanel. Closes #136
06de060	Sarm-m	2026-03-12	feat: conteo de alertas amarillas de data panel. Closes #135
136b61a	Sarm-m	2026-03-12	feat: metrica de cumplimiento en el datapanel. Closes #134
72105d7	Sarm-m	2026-03-12	feat: Integrar DataPanel en Dashboard. Closes #133
ebc2c5c	solonlosada2006	2026-03-11	Merge pull request #164 from puj-course/feature-juserora
dc9dd7c	juserora	2026-03-11	chore: optimizacion de AlertCard y preparacion para PR
f70f008	solonlosada2006	2026-03-11	Merge pull request #163 from puj-course/main
c5e94cb	juserora	2026-03-11	feat: implementacion componente AlertCard.jsx. Fixes #162
b2c8aea	juansebastianvd	2026-03-10	Merge pull request #130 from puj-course/develop
12e1296	Sarm	2026-03-10	Merge pull request #115 from puj-course/feature-Slosada
b794143	samuelfl680	2026-03-09	Merge pull request #129 from puj-course/feature-samuelfl680
3950c7f	samuelfl680	2026-03-09	Merge branch 'develop' into feature-samuelfl680
aca7c25	Samuel felipe	2026-03-07	chore: eliminar carpeta src duplicada closes #125
babad19	Samuel felipe	2026-03-07	feat: agregar contexto de autenticacion para login registro y manejo de sesion closes #124
07ab022	Samuel felipe	2026-03-06	feat: crear componente Toast closes #123
a3c2ae9	Samuel felipe	2026-03-06	feat: Crear componente Button reutilizable closes #122
67c3cf1	Samuel felipe	2026-03-06	feat: crear componente Button reutilizable closes #122
0a0d543	Samuel felipe	2026-03-06	feat: implementar DashboardLayout con Header y Sidebar - closes #119
2d5bfa4	Juserora	2026-03-05	Merge pull request #114 from puj-course/feature-juserora
87497be	juserora	2026-03-05	feat: Integracion LoginHome.jsx. Closes #113
501c816	juserora	2026-03-05	fix: branche
7256175	solonlosada2006	2026-03-04	feat: agrego el wireframe para su aprobación #90
18c3324	juansebastianvd	2026-03-04	Merge pull request #111 from puj-course/feature-Vargas-J
61e3ef9	juanvargax	2026-03-04	Implementacion homepage
92b5181	juanvargax	2026-03-04	fix: mock de useAlerts
5174d0f	juansebastianvd	2026-03-04	merge: sincronizacion con main
3ba3057	juanvargax	2026-03-04	chore: optimizar configuracion de vite y alias de rutas #108
cff9814	Sarm	2026-03-03	Merge pull request #107 from puj-course/feature-sarm-m
38eecda	Sarm-m	2026-03-03	feat: fixes code, borre una linea de codigo. Bug. #105
07f0181	Sarm-m	2026-03-03	feat: enlazar Planes a /planes en desktop. Closes #105
f1b8f68	Sarm	2026-03-03	Merge pull request #104 from puj-course/feature-sarm-m
d664bfd	Sarm-m	2026-03-03	Merge branch 'main' into feature-sarm-m
3955a71	Sarm-m	2026-03-03	Merge branch 'main' into develop
fe2a5d1	Sarm-m	2026-03-03	bug: arreglo de archivo a carpeta que es. Fixes #97
66e72b2	Sarm-m	2026-03-03	bug: archivo para la implemtacion y quie corra la pagina web con npm. Closes #103
a232388	Sarm	2026-03-03	Merge pull request #102 from puj-course/develop
dbab48a	Sarm-m	2026-03-03	feat: cards de integrantes (5). Closes #101 (#101)
5651d17	Sarm-m	2026-03-03	feat: encabezado y descripción de sección. Closes #100 (#100)
76aac24	Sarm-m	2026-03-03	feat: acceso a Nuestro Equipo desde PublicHeader. Closes #99 (#99)
b81a464	Sarm	2026-03-03	Merge pull request #98 from puj-course/feature-juserora
4933477	juserora	2026-03-03	Se creo LoginModal.jsx #97
3fdc923	juserora	2026-03-03	Se creo LoginModal.jsx
9a8242c	Sarm-m	2026-03-03	Merge branch 'main' into feature-sarm-m
31ba3d5	Sarm-m	2026-03-03	Merge branch 'main' into feature-sarm-m
115fdff	Sarm-m	2026-03-03	prueba
498b928	solonlosada2006	2026-03-01	Merge pull request #94 from puj-course/develop
49200ee	solonlosada2006	2026-03-01	Merge pull request #93 from puj-course/feature-Slosada
f66947d	solonlosada2006	2026-03-01	feat:Heder del Dashboard antes del login (#73)
d2a85d9	juansebastianvd	2026-02-26	Merge pull request #86 from puj-course/feature-Vargas-J
988e8aa	juanvargax	2026-02-26	feat: implementacion de flujos de contenido y navegacion del header closes #74
8b1a8c7	Sarm	2026-02-25	Merge pull request #85 from puj-course/develop
f17b96b	Sarm	2026-02-25	Merge pull request #84 from puj-course/feature-juserora
df3dcd4	juserora	2026-02-25	feat: implementacion main.jsx  . Closes #82
43e067a	Sarm-m	2026-02-25	 Implementar el index para abrir pagina. Resolves #66
2d75a05	Sarm-m	2026-02-25	Estructura inicial del proyecto
7a04b98	Sarm	2026-02-25	Merge pull request #80 from puj-course/feature-sarm-m
e9609f1	Sarm-m	2026-02-25	 Agregar estructra incial de forntedn. Resolves #66
b54db11	Sarm-m	2026-02-25	chore(web): agregar estructura inicial del frontend (refs #66)
ffec55c	Sarm-m	2026-02-25	 feat: Implementar gitignore para evitar ciertos archivos. Resolves #66
e5bbc16	samuelfl680	2026-02-20	Merge pull request #63 from puj-course/feature-samuelfl680
670fae2	Samuel felipe	2026-02-20	feat: completar estructura de carpetas y boilerplate del proyecto (#1)
15afc81	Sarm	2026-02-20	Merge pull request #61 from puj-course/develop
d4e4430	Samuel felipe	2026-02-20	Forzando la inclusion de carpetas Docs, temp y github
ea25a7e	Sarm	2026-02-20	Revise README with new project name and team roles
b44229d	Sarm	2026-02-20	Merge pull request #59 from puj-course/feature-Slosada
59f7f0f	Samuel felipe	2026-02-20	Merge branch 'develop' of https://github.com/puj-course/FIS_2610_3517_G4 into feature-samuelfl680
1c15e9d	Sarm	2026-02-20	Refactor README for clarity and formatting
2f01723	solonlosada2006	2026-02-20	Merge pull request #58 from puj-course/feature-sarm-m
dc00311	Sarm-m	2026-02-20	docs: Modificando readme para que quede completo
fc8fe16	Samuel felipe	2026-02-20	Merge remote-tracking branch 'origin/develop' into feature-samuelfl680
111675d	solonlosada2006	2026-02-20	probando cosas para el taller
6483891	Sarm	2026-02-20	Merge pull request #57 from puj-course/feature-sarm-m
8ba162d	Sarm-m	2026-02-20	Merge remote-tracking branch 'origin/develop' into feature-sarm-m
019dc73	Sarm-m	2026-02-20	docs: update README para la rubrica
fa3aba2	Samuel felipe	2026-02-20	feat: agregar boilerplate sin borrar archivos existentes (#1)
0a12aa8	Sarm	2026-02-19	Update README with UML documentation details
05beb53	Sarm	2026-02-19	Merge branch 'feature-sarm-m'
8db3a4a	Sarm	2026-02-19	docs: Agregar read.me a la carpeta UML (#54)
9b0fe9a	Sarm	2026-02-19	fix: arreglando commit
61d439e	Sarm	2026-02-19	docs:Subir diagrama de secuencia UML (#51)
875a875	Sarm	2026-02-19	docs:Subir diagrama de secuencia UML (#51)
912f44e	Sarm	2026-02-19	docs: retirar diagrama de secuencia para re-subirlo correctamente (#51)
1ed0d92	Sarm	2026-02-19	docs:Colocar diagrama de secuencia uml (#51)
5ec75f1	Sarm	2026-02-19	docs: retirar diagrama de secuencia para re-subirlo correctamente
9052bc3	Sarm	2026-02-19	Delete Docs/Arquitectura/UML/Diagrama de secuencia.png para hacerlo con el commit desde la terminal para la issuer
9cc2b4f	Sarm	2026-02-19	Subir el diagrama de secuencia del caso de registar el vehiculo
ff23b6d	juansebastianvd	2026-02-19	Merge pull request #53 from puj-course/develop
4f7bbe4	juanvargax	2026-02-19	UML de Secuencia — Registro de Vehículo
bb42671	samuelfl680	2026-02-17	Add general code compiler description to README
d61d7c9	samuelfl680	2026-02-12	Add files via upload
a922b83	samuelfl680	2026-02-12	Delete Docs/Presentaciones/presentacion grupo 4.pdf
1b0f69b	samuelfl680	2026-02-12	Delete Docs/Presentaciones/p1
650b7e2	samuelfl680	2026-02-12	Rename Docs/presentacion grupo 4.pdf to Docs/Presentaciones/presentacion grupo 4.pdf
fd763dc	samuelfl680	2026-02-12	Rename Docs/Proyecto propuesta grupo 4..pdf to Docs/Presentaciones/Proyecto propuesta grupo 4..pdf
a430a48	Sarm	2026-02-12	Create folder presentation
5907286	samuelfl680	2026-02-12	Rename Docs/Reunión_1_ en _3517_G4_ .docx to Docs/Reuniones/Reunión_1_ en _3517_G4_ .docx
acfac59	samuelfl680	2026-02-12	Create README.md
7304ad1	samuelfl680	2026-02-12	Delete Reuniones directory
162ab1c	samuelfl680	2026-02-12	Create README.md
09d7158	solonlosada2006	2026-02-10	Add files via upload
88f8f4b	samuelfl680	2026-02-10	Update README.md
7615971	samuelfl680	2026-02-10	Update README.md
06b5e15	samuelfl680	2026-02-10	Update README.md
57fdfe0	samuelfl680	2026-02-10	Create CHANGELOG.md
e0c6497	samuelfl680	2026-02-10	Create README.md
1a5a2a5	samuelfl680	2026-02-10	Create README.md
ae1a10f	samuelfl680	2026-02-10	Create README.md
3e62f06	samuelfl680	2026-02-10	Delete tests directory
e20b8d3	samuelfl680	2026-02-10	Create README.dm
72d0f3e	samuelfl680	2026-02-10	Create README.md
dd25965	samuelfl680	2026-02-10	Create README.md
39d6290	samuelfl680	2026-02-10	Delete src
ccfde10	samuelfl680	2026-02-10	src/
500c038	Sarm	2026-02-10	Update team roles with GitHub usernames
62e5149	Sarm	2026-02-10	Update role for Sebastian Rodriguez Ramirez
75abb7d	Sarm	2026-02-10	Fix table formatting in README.md
